nodo,pagerank
1786141,"0.0105000000"
1787821,"0.0171000000"
1789221,"0.0114000000"
1792511,"0.0039200000"
1793271,"0.0045800000"
1793721,"0.0039200000"
1795281,"0.0316000000"
1812281,"0.0039200000"
1817081,"0.0200000000"
1818321,"0.0039200000"
1819231,"0.0138000000"
1822081,"0.0287000000"
1825081,"0.0291000000"
1827351,"0.0194000000"
1831611,"0.0205000000"
1836791,"0.0829222285"
1842321,"0.0620000000"
1849181,"0.0371000000"
1851701,"0.0295000000"
1867121,"0.0144000000"
1867981,"0.0293000000"
1869421,"0.0131000000"
1878461,"0.0126000000"
1885221,"0.0039200000"
1912641,"0.0152000000"
1932321,"0.0070600000"
1934671,"0.0039200000"
1935451,"0.0573000000"
1935681,"0.0039200000"
1940581,"0.0039200000"
1947181,"0.0130000000"
1950231,"0.0261000000"
1951731,"0.0243000000"
1952451,"0.0252000000"
1954471,"0.0039200000"
1961661,"0.0039200000"
1961791,"0.0369000000"
1970351,"0.0039200000"
1976041,"0.0158000000"
1976471,"0.0324000000"
1981091,"0.0261000000"
1984701,"0.0154000000"
1984901,"0.0053500000"
1988241,"0.0087600000"
2001231,"0.0129000000"
2007201,"0.0044700000"
2008291,"0.0304000000"
2009991,"0.0243000000"
2017551,"0.0185000000"
2024911,"0.0175000000"
2030631,"0.0255000000"
2038811,"0.0171000000"
2039141,"0.0039200000"
2041851,"0.0289000000"
2046001,"0.0039200000"
2051331,"0.0171000000"
2052851,"0.0104000000"
2054641,"0.0183000000"
2055061,"0.0527000000"
2059051,"0.0085000000"
2061671,"0.0366000000"
2062801,"0.1000595562"
2066291,"0.0039200000"
2067211,"0.0039200000"
2067251,"0.0237000000"
2067291,"0.0451000000"
2067431,"0.0365000000"
2067591,"0.0039200000"
2067851,"0.0244000000"
2069781,"0.0312000000"
2075921,"0.0142000000"
2095901,"0.0275000000"
2098401,"0.0852242162"
2102521,"0.0075300000"
2102961,"0.0112000000"
2115651,"0.0375000000"
2117101,"0.0078100000"
2118301,"0.0111000000"
2118601,"0.0121000000"
2119441,"0.0127000000"
2132751,"0.0039200000"
2135381,"0.0217000000"
2142111,"0.0552000000"
2155541,"0.0186000000"
2162931,"0.0117000000"
2168981,"0.0261000000"
2170361,"0.0441000000"
2181771,"0.0456000000"
2186801,"0.0441000000"
2188291,"0.0341000000"
2191831,"0.0201000000"
2199011,"0.0039200000"
2199211,"0.0160000000"
2202821,"0.0280000000"
2202921,"0.0140000000"
2203361,"0.0126000000"
2209091,"0.0469000000"
2225211,"0.0094600000"
2230831,"0.0384000000"
2230871,"0.0039200000"
2240461,"0.0154000000"
2242021,"0.0561000000"
2249841,"0.0039200000"
2253551,"0.0039200000"
2261781,"0.0295000000"
2267961,"0.0040600000"
2271071,"0.0163000000"
2276201,"0.0039200000"
2281921,"0.0089300000"
2315721,"0.0265000000"
2315961,"0.0239000000"
2321411,"0.0039200000"
2330351,"0.0143000000"
2334361,"0.0492000000"
2338131,"0.0039200000"
2351981,"0.0564000000"
2365621,"0.0039200000"
2365671,"0.0039200000"
2366151,"0.0039200000"
2377041,"0.0097400000"
2380871,"0.0326000000"
2381981,"0.0158000000"
2382161,"0.0136000000"
2382831,"0.0281000000"
2388101,"0.0265000000"
2390651,"0.0155000000"
2394081,"0.0118000000"
2395111,"0.0087300000"
2398211,"0.0105000000"
2399861,"0.0074600000"
2403061,"0.0264000000"
2417291,"0.0039200000"
2434151,"0.0039200000"
2446551,"0.0047500000"
2464511,"0.0433000000"
2464681,"0.0419000000"
2477911,"0.0139000000"
2485041,"0.0039200000"
2490501,"0.0414000000"
2497401,"0.0169000000"
2504521,"0.0104000000"
2527611,"0.0039200000"
2533031,"0.0079200000"
2541771,"0.0114000000"
2556981,"0.0123000000"
2558991,"0.0039200000"
2572191,"0.0339000000"
2576431,"0.0083700000"
2585501,"0.0177000000"
2585721,"0.0356000000"
2593511,"0.0039200000"
2598511,"0.0039200000"
2607441,"0.0058400000"
2608181,"0.0058200000"
2608241,"0.0250000000"
2609871,"0.0143000000"
2613491,"0.0039200000"
2615911,"0.0249000000"
2621591,"0.0217000000"
2628121,"0.0857231132"
2633051,"0.0216000000"
2641241,"0.0073800000"
2642921,"0.0039200000"
2650981,"0.0417000000"
2662301,"0.0056700000"
2664781,"0.0039200000"
2664961,"0.0238000000"
2667161,"0.0153000000"
2671491,"0.0121000000"
2675311,"0.0039200000"
2676261,"0.0140000000"
2676481,"0.0135000000"
2677771,"0.0080900000"
2679741,"0.0253000000"
2681811,"0.0441000000"
2682541,"0.0039200000"
2684891,"0.0193000000"
2688681,"0.0261000000"
2692851,"0.0166000000"
2699621,"0.0267000000"
2721281,"0.0117000000"
2722551,"0.0261000000"
2724731,"0.0039200000"
2732161,"0.0039200000"
2737751,"0.0339000000"
2748771,"0.0086300000"
2753881,"0.0812345503"
2754241,"0.0039200000"
2760141,"0.0728145078"
2762801,"0.0262000000"
2774921,"0.0261000000"
2776761,"0.0210000000"
2793651,"0.0357000000"
2801971,"0.0186000000"
2803761,"0.0039200000"
2804281,"0.0107000000"
2806411,"0.0365000000"
2819291,"0.0129000000"
2821601,"0.0085200000"
2837531,"0.0125000000"
2841791,"0.0039200000"
2844701,"0.0177000000"
2858901,"0.0163000000"
2873271,"0.0039200000"
2876161,"0.0140000000"
2877471,"0.0039200000"
2888681,"0.0126000000"
2891781,"0.0088600000"
2895661,"0.0084600000"
2902141,"0.0119000000"
2902481,"0.0039200000"
2903581,"0.0438000000"
2910091,"0.0039200000"
2911521,"0.0116000000"
2912581,"0.0168000000"
2920661,"0.0280000000"
2922721,"0.0531000000"
2926081,"0.0039200000"
2933131,"0.0039200000"
2934631,"0.0043300000"
2941161,"0.0152000000"
2941591,"0.0278000000"
2945671,"0.0296000000"
2948211,"0.0170000000"
2948471,"0.0200000000"
2952091,"0.0147000000"
2955311,"0.0245000000"
2960351,"0.0281000000"
2966511,"0.0309000000"
2970521,"0.0247000000"
2971731,"0.0138000000"
2977411,"0.0039200000"
2978801,"0.0039200000"
2979141,"0.0225000000"
2985631,"0.0191000000"
2986671,"0.0618000000"
2988331,"0.0472000000"
2993021,"0.0039200000"
2994961,"0.0598000000"
2995781,"0.0220000000"
2998521,"0.0104000000"
3000121,"0.0169000000"
3001021,"0.0316000000"
3003631,"0.0255000000"
3005031,"0.0221000000"
3011421,"0.0294000000"
3015121,"0.0144000000"
3023081,"0.0060300000"
3025261,"0.1668472621"
3037231,"0.0039200000"
3041621,"0.1082306652"
3043001,"0.0090400000"
3043421,"0.0231000000"
3048711,"0.0098600000"
3050671,"0.0039200000"
3068181,"0.0200000000"
3069221,"0.0427000000"
3070611,"0.0121000000"
3077961,"0.0231000000"
3080581,"0.0312000000"
3082721,"0.0039200000"
3083971,"0.0299000000"
3085101,"0.0141000000"
3088511,"0.0488000000"
3089341,"0.0306000000"
3093591,"0.0225000000"
3095161,"0.0097300000"
3096351,"0.0347000000"
3098341,"0.0200000000"
3101811,"0.0806817756"
3104161,"0.0176000000"
3107351,"0.0105000000"
3110751,"0.0377000000"
3113751,"0.0060800000"
3114881,"0.0164000000"
3115311,"0.0140000000"
3123671,"0.0193000000"
3123781,"0.0650791540"
3127331,"0.0039200000"
3132391,"0.0039200000"
3149831,"0.0039200000"
3151101,"0.0404000000"
3152521,"0.0200000000"
3162421,"0.0158000000"
3164611,"0.0118000000"
3170651,"0.0058400000"
3176081,"0.0068200000"
3180341,"0.0084300000"
3180991,"0.0281000000"
3187421,"0.0601000000"
3188291,"0.0378000000"
3189761,"0.0150000000"
3191301,"0.0313000000"
3201021,"0.1112480811"
3201951,"0.0039200000"
3205981,"0.0151000000"
3212251,"0.0167000000"
3212481,"0.1141346013"
3213261,"0.0334000000"
3214111,"0.0168000000"
3216681,"0.0144000000"
3218161,"0.0161000000"
3218781,"0.0057400000"
3219071,"0.1906392169"
3219551,"0.0185000000"
3220271,"0.0437000000"
3220501,"0.0140000000"
3220891,"0.0039200000"
3223621,"0.0137000000"
3224661,"0.0060500000"
3225561,"0.0184000000"
3226691,"0.0317000000"
3229511,"0.0063300000"
3238871,"0.0097900000"
3240311,"0.0091300000"
3241231,"0.0892365679"
3242121,"0.0134000000"
3242491,"0.0039200000"
3246031,"0.2112022059"
3246671,"0.0039200000"
3265621,"0.0238000000"
3269711,"0.0351000000"
3271221,"0.0679039719"
3271411,"0.0221000000"
3273211,"0.0039200000"
3274831,"0.0480000000"
3275571,"0.0143000000"
3279441,"0.1353209583"
3282501,"0.0217000000"
3283111,"0.0372000000"
3290251,"0.0644049557"
3290711,"0.1374496866"
3295301,"0.0039200000"
3295761,"0.1405481495"
3296171,"0.0104000000"
3298791,"0.0217000000"
3301091,"0.0187000000"
3302431,"0.0170000000"
3304571,"0.0768821586"
3304641,"0.0598000000"
3305611,"0.0552000000"
3307661,"0.0210000000"
3308201,"0.0265000000"
3309511,"0.0559000000"
3312551,"0.0039200000"
3314811,"0.2053286847"
3316031,"0.0039200000"
3316231,"0.0301000000"
3317361,"0.0039200000"
3318851,"0.0285000000"
3321001,"0.0125000000"
3322301,"0.0629000000"
3324401,"0.0183000000"
3326051,"0.0128000000"
3328331,"0.0136000000"
3328411,"0.0227000000"
3330551,"0.0345000000"
3337171,"0.0309000000"
3338021,"0.0080700000"
3342401,"0.0665062410"
3343131,"0.0119000000"
3343211,"0.0079600000"
3352001,"0.0460000000"
3352981,"0.0291000000"
3359851,"0.0279000000"
3365791,"0.0110000000"
3366001,"0.0092400000"
3372141,"0.0224000000"
3372471,"0.0039200000"
3375481,"0.0235000000"
3375921,"0.0280000000"
3376281,"0.0212000000"
3376331,"0.0039200000"
3377241,"0.0149000000"
3380781,"0.0284000000"
3381511,"0.0039200000"
3382001,"0.0167000000"
3382201,"0.0039200000"
3384481,"0.0294000000"
3384961,"0.0139000000"
3386941,"0.0147000000"
3387431,"0.0146000000"
3387891,"0.0045800000"
3388481,"0.0196000000"
3391351,"0.0217000000"
3394331,"0.0100000000"
3394441,"0.0236000000"
3395021,"0.0039200000"
3395361,"0.0440000000"
3395481,"0.0284000000"
3395631,"0.0279000000"
3395921,"0.0166000000"
3400071,"0.0190000000"
3402381,"0.0331000000"
3403451,"0.0372000000"
3405281,"0.0195000000"
3408191,"0.0039200000"
3408881,"0.0165000000"
3409701,"0.0241000000"
3418501,"0.0129000000"
3419011,"0.0206000000"
3421771,"0.0039200000"
3422591,"0.0077000000"
3427751,"0.0224000000"
3434831,"0.0485000000"
3440621,"0.0354000000"
3442281,"0.0309000000"
3442561,"0.0102000000"
3447881,"0.0154000000"
3451931,"0.0233000000"
3472771,"0.0630000000"
3472871,"0.0149000000"
3474461,"0.0103000000"
3476521,"0.0194000000"
3477401,"0.0176000000"
3477731,"0.0039200000"
3486871,"0.0230000000"
3490841,"0.0221000000"
3491601,"0.0039200000"
3494351,"0.0170000000"
3495691,"0.0082800000"
3500971,"0.0103000000"
3504511,"0.0313000000"
3504641,"0.0039200000"
3506041,"0.0249000000"
3512041,"0.0451000000"
3516231,"0.0142000000"
3516311,"0.0142000000"
3520261,"0.0726566257"
3523861,"0.0424000000"
3524301,"0.0199000000"
3526691,"0.0074100000"
3527161,"0.0107000000"
3530471,"0.0151000000"
3531791,"0.0228000000"
3532991,"0.0152000000"
3533311,"0.0145000000"
3533811,"0.0219000000"
3534971,"0.0059500000"
3535971,"0.0209000000"
3536301,"0.0169000000"
3536531,"0.0389000000"
3540471,"0.0197000000"
3540571,"0.0162000000"
3549531,"0.0042100000"
3550301,"0.0039200000"
3551171,"0.0231000000"
3554911,"0.0108000000"
3558391,"0.0087300000"
3558961,"0.0198000000"
3563691,"0.0173000000"
3567091,"0.0039200000"
3570491,"0.0472000000"
3574121,"0.0265000000"
3575131,"0.0288000000"
3577711,"0.0114000000"
3584151,"0.0039200000"
3585401,"0.0281000000"
3589301,"0.0126000000"
3591191,"0.0180000000"
3592101,"0.0267000000"
3592411,"0.0156000000"
3593571,"0.0166000000"
3595951,"0.0293000000"
3596341,"0.0228000000"
3596631,"0.0314000000"
3596781,"0.0247000000"
3597351,"0.0181000000"
3598991,"0.0165000000"
3600081,"0.0492000000"
3600181,"0.0113000000"
3600741,"0.0203000000"
3603741,"0.0193000000"
3604061,"0.0324000000"
3605271,"0.0279000000"
3608271,"0.0152000000"
3608491,"0.0141000000"
3608711,"0.0182000000"
3612021,"0.0078600000"
3614671,"0.0532000000"
3616541,"0.0254000000"
3616621,"0.0130000000"
3620281,"0.0242000000"
3624181,"0.0135000000"
3626361,"0.0102000000"
3626851,"0.0039200000"
3628961,"0.0469000000"
3640491,"0.0151000000"
3641801,"0.0039200000"
3648071,"0.0039200000"
3658721,"0.0134000000"
3661701,"0.0098800000"
3673811,"0.0039200000"
3676661,"0.0273000000"
3677561,"0.0225000000"
3684561,"0.0203000000"
3685421,"0.0075400000"
3686561,"0.0137000000"
3688001,"0.0244000000"
3689291,"0.0178000000"
3692421,"0.0172000000"
3692571,"0.0323000000"
3693391,"0.0391000000"
3694541,"0.0039200000"
3695431,"0.0153000000"
3698461,"0.0149000000"
3700831,"0.0365000000"
3701901,"0.0379000000"
3703321,"0.0098800000"
3704371,"0.0565000000"
3704601,"0.0075500000"
3705121,"0.0065300000"
3706121,"0.0318000000"
3710241,"0.0205000000"
3711191,"0.0136000000"
3711271,"0.0109000000"
3711561,"0.0069700000"
3713931,"0.0039200000"
3716451,"0.0183000000"
3725841,"0.0137000000"
3728881,"0.0283000000"
3738691,"0.0177000000"
3739391,"0.0039200000"
3740101,"0.0719138250"
3755661,"0.0153000000"
3761591,"0.0211000000"
3764051,"0.0161000000"
3765541,"0.0257000000"
3765681,"0.0125000000"
3773471,"0.0087500000"
3776061,"0.0107000000"
3776241,"0.0230000000"
3777491,"0.0075300000"
3780531,"0.0101000000"
3780801,"0.0096500000"
3783051,"0.0139000000"
3785251,"0.0261000000"
3786321,"0.0080700000"
3790691,"0.0490000000"
3791701,"0.0227000000"
3792091,"0.0039200000"
3794131,"0.0039200000"
3794431,"0.0179000000"
3794621,"0.0089100000"
3813811,"0.0039200000"
3814821,"0.0141000000"
3819621,"0.0228000000"
3819851,"0.0267000000"
3820871,"0.0192000000"
3825131,"0.0089700000"
3828481,"0.0289000000"
3831641,"0.0198000000"
3833671,"0.0336000000"
3838101,"0.0261000000"
3838521,"0.0380000000"
3839491,"0.0068200000"
3841051,"0.0189000000"
3842811,"0.0039200000"
3844691,"0.0202000000"
3848171,"0.0142000000"
3849511,"0.0080100000"
3850041,"0.0088400000"
3850171,"0.0466000000"
3853861,"0.0179000000"
3854161,"0.0242000000"
3855181,"0.0053100000"
3855501,"0.0086900000"
3856531,"0.0264000000"
3857171,"0.0257000000"
3857651,"0.0135000000"
3857661,"0.0117000000"
3860701,"0.0202000000"
3860751,"0.0083900000"
3861881,"0.0422000000"
3861981,"0.0039200000"
3862721,"0.0066000000"
3864681,"0.0209000000"
3865031,"0.0084900000"
3868231,"0.0187000000"
3868621,"0.0144000000"
3869541,"0.0069300000"
3871051,"0.0153000000"
3876531,"0.0141000000"
3876631,"0.0852220975"
3877481,"0.0174000000"
3878721,"0.0102000000"
3881771,"0.0119000000"
3881911,"0.0039200000"
3884431,"0.0270000000"
3885101,"0.0041600000"
3885561,"0.0440000000"
3886801,"0.0130000000"
3888711,"0.0182000000"
3894221,"0.0150000000"
3895231,"0.0202000000"
3895891,"0.0109000000"
3898391,"0.0189000000"
3898551,"0.0039200000"
3900061,"0.0224000000"
3900661,"0.0352000000"
3901921,"0.0039200000"
3905651,"0.0039200000"
3910551,"0.0239000000"
3911181,"0.0087400000"
3914961,"0.0235000000"
3915021,"0.0297000000"
3922101,"0.0039200000"
3931821,"0.0152000000"
3950631,"0.0372000000"
3951601,"0.0389000000"
3953221,"0.0258000000"
3954241,"0.0143000000"
3954371,"0.0703525881"
3955771,"0.0443000000"
3961131,"0.0181000000"
3962351,"0.0172000000"
3962531,"0.0269000000"
3962641,"0.0195000000"
3962671,"0.0039200000"
3964161,"0.0210000000"
3967691,"0.0158000000"
3969171,"0.0580000000"
3969281,"0.0323000000"
3970051,"0.0168000000"
3972361,"0.0359000000"
3972831,"0.0142000000"
3974131,"0.0161000000"
3975071,"0.0078300000"
3975361,"0.0150000000"
3975711,"0.0165000000"
3976361,"0.0162000000"
3978651,"0.0092300000"
3980201,"0.0139000000"
3980821,"0.0081800000"
3983131,"0.0039200000"
3984051,"0.0131000000"
3985771,"0.0143000000"
3986541,"0.0112000000"
3986761,"0.0268000000"
3989581,"0.0039200000"
3992271,"0.0168000000"
3992531,"0.0251000000"
3993401,"0.0162000000"
3993701,"0.0083000000"
3993861,"0.0105000000"
3994271,"0.0244000000"
3995001,"0.0224000000"
3995921,"0.0132000000"
4000061,"0.0094600000"
4000671,"0.0255000000"
4002171,"0.0039200000"
4002231,"0.0142000000"
4003031,"0.0224000000"
4005091,"0.0103000000"
4015141,"0.0288000000"
4015961,"0.0172000000"
4024731,"0.0083100000"
4025651,"0.0264000000"
4027091,"0.0082500000"
4028481,"0.0103000000"
4036551,"0.0145000000"
4040221,"0.0086600000"
4047931,"0.0264000000"
4048161,"0.0485000000"
4053431,"0.0093900000"
4053801,"0.0131000000"
4065921,"0.0039200000"
4068821,"0.0471000000"
4069241,"0.0083000000"
4071981,"0.0134000000"
4075961,"0.0188000000"
4087521,"0.0121000000"
4101811,"0.0118000000"
4103871,"0.0405000000"
4106501,"0.0248000000"
4112291,"0.0146000000"
4113261,"0.0227000000"
4114071,"0.0141000000"
4125691,"0.0114000000"
4131631,"0.0259000000"
4133061,"0.0204000000"
4140901,"0.0139000000"
4142421,"0.0171000000"
4149171,"0.0146000000"
4150311,"0.0063300000"
4167681,"0.0338000000"
4169741,"0.0047300000"
4176551,"0.0173000000"
4176731,"0.0080600000"
4180671,"0.0368000000"
4184621,"0.0039200000"
4185871,"0.0039200000"
4191261,"0.0151000000"
4192041,"0.0288000000"
4202651,"0.0234000000"
4205331,"0.0151000000"
4207221,"0.0090500000"
4220781,"0.0039200000"
4229041,"0.0104000000"
4246281,"0.0039200000"
4261961,"0.0223000000"
4264351,"0.0039200000"
4268871,"0.0039200000"
4271551,"0.0215000000"
4278261,"0.0111000000"
4279971,"0.0095300000"
4294181,"0.0132000000"
4297981,"0.0176000000"
4312211,"0.0039200000"
4312401,"0.0279000000"
4327991,"0.0081700000"
4328911,"0.0108000000"
4341121,"0.0090500000"
4343971,"0.0119000000"
4374931,"0.0072200000"
4383391,"0.0134000000"
4403021,"0.0067700000"
4413501,"0.0098800000"
4422361,"0.0098300000"
4441691,"0.0309000000"
4514261,"0.0090700000"
4514281,"0.0140000000"
4588861,"0.0039200000"
4592121,"0.0039200000"
